clean_text,classification
wkwkwk ambil,NON_BUZZER
"saja: guys: kalau demo jangan cuma di jalan raya yang bikin macet tapi kurang didengar. lebih baik diarahkan ke tempat-tempat strategis yang punya pengaruh besar terhadap perekonomian, misalnya kawasan pelabuhan, bandara internasional, atau pusat aktivitas bisnis. dengan begitu, suara rakyat lebih mungkin didengar, seperti yang dilakukan di beberapa negara lain. kalau di indonesia, langkah seperti ini bisa jadi lebih efektif untuk menekan pemerintah agar benar-benar memperhatikan aspirasi rakyat #fokusbubarkandpr",NON_BUZZER
cewek : besi bray mana tahan,NON_BUZZER
"lebih better:up guys: demo di depan gerbang wakil rakyat itu hanya simbolis. di jerman pernah ada demo di bandara. ketika bandara lumpuh, demo sehari saja langsung didengarkan. karena kaitannya sama kepentingan internasional. pasti dapat tekanan kalau ratusan maskapai asing tidak bisa terbang maupun landing. pelabuhan, bandara, jalur perdagangan utama lain itu vital..... lah kalau demo di jalur lambat ya cuma jadi tontonan. kecuali demo di lokasi tidak strategis itu tambah besar dan tak henti henti. ini juga bisa berdampak. cuma sekuat apa dan sebanyak apa orang yang mau berdemo di jalur lambat non strategis? ""imagine al the people....block the major trade routes..."" dinyanyikan dengan irama fals",NON_BUZZER
"kok pada diam?, ikut cewek itu lah ambil semua tameng nya",NON_BUZZER
demo di tempat strategis seperti bandara pelabuhan dan lain lain agar ekonomi lumpuh dan suara kita bisa di dengar ‼‼‼bantu copas ges,BUZZER
"sebenarnya kalo pemerintah mau dengar suara rakyat saja, polisi sama rakyat tuh baik baik saja. enggak perlu makan korban, kalo begini kan enak lihat nya kita bisa mengobrol santai tanpa takut disemprot gas air mata",NON_BUZZER
"name!: guys, tadi gue lihat salah satu komen yang sangat masuk akal. dimana kita jangan lagi demo di depan gedung dpr mpr, melainkan demo di bandara internasional, atau pusat2 ekonomi internasional. yang mana jika ada demo di tempat tersebut, logistik dan perjalanan internasional otomatis akan terganggu, alhasil banyak pihak luar yang mendorong untuk pemerintah kita bekerja cepat untuk mendamaikan demo dan menyetujui perihal2 yang di bawa di demo tersebut. mungkin ini menjadi inovasi baru untuk memaksa pemerintah segera lakukan apa yang masyarakat tuntut",NON_BUZZER
"guys, tadi gue lihat salah satu komen yang sangat masuk akal. dimana kita jangan lagi demo di depan gedung dpr mpr, melainkan demo di bandara internasional, atau pusat2 ekonomi internasional. yang mana jika ada demo di tempat tersebut, logistik dan perjalanan internasional otomatis akan terganggu, alhasil banyak pihak luar yang mendorong untuk pemerintah kita bekerja cepat untuk mendamaikan demo dan menyetujui perihal2 yang di bawa di demo tersebut. mungkin ini menjadi inovasi baru untuk memaksa pemerintah segera lakukan apa yang masyarakat tuntut",NON_BUZZER
demo di tempat strategis seperti bandara pelabuhan dan lain lain agar ekonomi lumpuh dan suara kita bisa di dengar ‼‼‼bantu copas ges,BUZZER
next yang demo lc . emak emak ..,NON_BUZZER
malahn ngerumpi di geplak pula,NON_BUZZER
vitur live t enggak bisa di akses,NON_BUZZER
loting sayang lotingku sebut kau sih wanita pemaling,NON_BUZZER
"kami yang bukan keluarga saja sakit hati, makan saja kalian dari kerja keras kami, tapi tega melindas mati kami.",NON_BUZZER
inisial sama,NON_BUZZER
jangan pegang-pegang ya,NON_BUZZER
vivo x200pro,NON_BUZZER
okgas okgas okgas gaksih #bubarkandpr,BUZZER
"kalo cewek yang rusuh ketawa ketiwi, coba kalo cowok, beh langsung dipukuli itu rame"" agak lain polisi",NON_BUZZER
dengar ojol ke lindes langsung menangis... dimana hati nuraninya,NON_BUZZER
"secara enggak langsung, dpr berhasil ngalihin amukan rakyat dari mereka ke polisi / brimob. yang dicari rakyat dari pagi adalah anggota dpr untuk menyampaikan protes secara langsung. tapi ya mereka semua enggak ada di tempat, yang ada cuma aparat yang mau enggak mau harus menjalankan tugas. pada akhirnya seperti biasa, kontak fisik aparat dengan rakyat pecah. dan seperti biasa pula, tiap ada konflik dan korban, berujung masyarakat semakin membenci aparat. lalu, anggota dpr yang seharian ini menonton tv dari rumah bisa senyum2, karena esok hari perhatian, fokus, cacian dan makian masyarakat sudah ke arah yang berbeda.",NON_BUZZER
memang enggak boleh kan itu dari uang rakyat,NON_BUZZER
gas bawa saja rongsok langsung,NON_BUZZER
bagaimana kita,NON_BUZZER
yaudha perempuan saja deh yang maju sini,NON_BUZZER
itu yang baju ijo kayak relawan di tempat gue kerja anjir,NON_BUZZER
turunkan rayap besi ke jakarta nanti siang! 29 agts,NON_BUZZER
oomak besi itu,NON_BUZZER
stop bayar pajak lah rusak rusak negara,NON_BUZZER
mau lu apa sih bang nanti di kasar i salah di baik i salah,NON_BUZZER
mau di kilo,NON_BUZZER
ambil saja enggak apa-apa kan besi terus di jual kan sama saja kita ambil uang sendiri dpr itu saja beli memakai uang rakyat,NON_BUZZER
"keren banget mbak. kamu sendiri, mereka gronbolan wkwkwk",NON_BUZZER
lagi mengomongkan apaan ya,NON_BUZZER
lah itu polisi lagi sibuk sama itu cewek bukan ambil tamengny yang lagi tidur,NON_BUZZER
cewek di lawan,NON_BUZZER
"hati-hati kalo ada perempuan, itu bawa alat perusak jaringan",NON_BUZZER
mengapai pegang-pegang tuh,NON_BUZZER
ternyata banyak juga ya intel nyamar diantara pendemo,NON_BUZZER
halo dek,NON_BUZZER
"pak imob ambil kesempitan dalam kesempatan,kapan lagi ini bisa nyentuh",NON_BUZZER
mbak dimarahi mama gisel nanti kalau tameng nya pak putu diambil,NON_BUZZER
hayo siapa lagi nih giliran nya,NON_BUZZER
bagian dari mereka ini mah,NON_BUZZER
ah polisi carunihin,NON_BUZZER
alam mendukung pendemo,NON_BUZZER
bukan ji kita ini?,NON_BUZZER
"tolong baca ini,sebarim sebanyak banyaknya biar pendemo melakukan",NON_BUZZER
ambil saja mbak. tuh diblkng masih ada,NON_BUZZER
itu cara jodoh bang,NON_BUZZER
"sebenarnya cewek itu humble. cepwt akraban sama orang tua, anak kecil, orang dewasa. sama siapa saja. yang penting mahluk hidup",NON_BUZZER
itu pak amabarita mengapai ikut menjilat dpr. sudah bagus mengurus yang di jalan saja tiap malam,NON_BUZZER
lihat prabowo klarifikasi wkw,NON_BUZZER
"ih harusnya ambil semua saja, lumayan itu kalo di jual",NON_BUZZER
•_• wani enggak kayak ngene,NON_BUZZER
mari kiloan,NON_BUZZER
"giliran cewek cepat mereka semua, memang pada mata keranjang",NON_BUZZER
ellmo kang mburi kayak aura,NON_BUZZER
"demo di depan gerbang wakil rakyat itu hanya simbolis. di jerman pernah ada demo di bandara. ketika bandara lumpuh, demo sehari saja langsung didengarkan. karena kaitannya sama kepentingan internasional. pasti dapat tekanan kalau ratusan maskapai asing tidak bisa terbang maupun landing. pelabuhan, bandara, jalur perdagangan utama lain itu vital..... lah kalau demo di jalur lambat ya cuma jadi tontonan. kecuali demo di lokasi tidak strategis itu tambah besar dan tak henti henti. ini juga bisa berdampak. cuma sekuat apa dan sebanyak apa orang yang mau berdemo di jalur lambat non strategis? ""imagine al the people....block the major trade routes..."" dinyanyikan dengan irama fals",NON_BUZZER
enggak tau ya kalo kelemahan lelaki itu ada diperempua kalo boleh yang demo ini cewek cantik pasti polisi buka jalan,NON_BUZZER
:hai gays saran saja jangan demo di dpr harusnya kalian demo di lintas perdagangan seperti bandara internasional atau pelabuhan internasional otomatis macet perdagangan indonesia ke dunia pasti dunia juga bakal menuntut dpr indonesia,NON_BUZZER
up up,NON_BUZZER
"demo di depan gerbang wakil rakyat itu hanya simbolis. di jerman pernah ada demo di bandara. ketika bandara lumpuh, demo sehari saja langsung didengarkan. karena kaitannya sama kepentingan internasional. pasti dapat tekanan kalau ratusan maskapai asing tidak bisa terbang maupun landing. pelabuhan, bandara, jalur perdagangan utama lain itu vital..... lah kalau demo di jalur lambat ya cuma jadi tontonan. kecuali demo di lokasi tidak strategis itu tambah besar dan tak henti henti. ini juga bisa berdampak. cuma sekuat apa dan sebanyak apa orang yang mau berdemo di jalur lambat non strategis? ""imagine al the people....block the major trade routes..."" dinyanyikan dengan irama fals",NON_BUZZER
"di depan gerbang wakil rakyat itu hanya simbolis. di jerman pernah ada demo di bandara. ketika bandara lumpuh, demo sehari saja langsung didengarkan. karena kaitannya sama kepentingan internasional. pasti dapat tekanan kalau ratusan maskapai asing tidak bisa terbang maupun landing. pelabuhan, bandara, jalur perdagangan utama lain itu vital..... lah kalau demo di jalur lambat ya cuma jadi tontonan. kecuali demo di lokasi tidak strategis itu tambah besar dan tak henti henti. ini juga bisa berdampak. cuma sekuat apa dan sebanyak apa orang yang mau berdemo di jalur lambat non strategis? ""imagine al the people....block the major trade routes..."" dinyanyikan dengan irama fals",NON_BUZZER
hari ini hut dpr ri ges tanggal 29 agustus . info ordal para dewan terhormat ada dikantor dan ada acara perayaan,NON_BUZZER
melesetinnya jauh banget,NON_BUZZER
polisi tetap bersama rakyat tapi terhalang oleh tugas jadi orang mengira polisi di pihak pejabat dan kalo ojol polisi itu lagi jalan tiba tiba ada orang polisi juga enggak tau karena tiba tiba ada didepan dan juga ada kemungkinan jarak pandang dari polisinya itu jelek,NON_BUZZER
up,NON_BUZZER
polisi yang lindes ojol video mana mau lihat,NON_BUZZER
lagi nego meminta belikan bilor,NON_BUZZER
bangun tidur ketawa lihat ini aduh,NON_BUZZER
"itu mah drama nya mereka padahal sama-sama polisi, yang cewek polwan pura-pura jadi intel",NON_BUZZER
"polisi kalo di luar sangar"" tapi kalo sudah di dalam rumah lunak sama istrinya bahkan suruh jemurin baju dia nurut kaya tetangga ku",NON_BUZZER
"sudah iklas ini saja,,, beli nya juga dari uang rakyat, bukan dari uang kalian,,,",NON_BUZZER
jaket ijo intel..,NON_BUZZER
ras terkuat itu bang,NON_BUZZER
nge looting,NON_BUZZER
kebanyak jeleknya dari pada baiknya,NON_BUZZER
itu ambarita bukan,NON_BUZZER
apa cuma diriku yang nangisi almarhum. bang ojol,NON_BUZZER
lumayan 1kg goceng,NON_BUZZER
woy ojol woy,NON_BUZZER
awas itu polisinya pura-pura baik,NON_BUZZER
itu kan punya masyarakat juga,NON_BUZZER
dapat info diatas ojol yang kelindas dikabarkan meninggal dunia,NON_BUZZER
gambaran polisi,NON_BUZZER
rif ojol yang klindas mobil bremob...,NON_BUZZER
oi itu ojol sudah kayak tilus saja main geleng geleng saja,NON_BUZZER
polisi ada yang mati juga ya,NON_BUZZER
bagus kakak aku dukung,NON_BUZZER
sebarkan #save ojol#,NON_BUZZER
#ojolusuttuntas,NON_BUZZER
giliran perempuan saja lu,NON_BUZZER
yang ojol bagaimana,NON_BUZZER
iya aku juga di kasih video sama teman aku nih,NON_BUZZER
"ya allah turut berdukacita buat keluarga korban yang terlindas, bapa ojol semoga almarhum husnul khotimah",NON_BUZZER
ambil jual,NON_BUZZER
gapapa mbak itu belinya pakai uang pajakmu,NON_BUZZER
rip ojol,NON_BUZZER
innalillahi,NON_BUZZER
ada ojol ke lindes bagaimana itu nasib nya,NON_BUZZER
kan dibilang emak emak itu enggak ada lawan dia maju pun polisi mundur semua,NON_BUZZER
positif saja mungkin buat oajangan,NON_BUZZER
h lucu lihatnya,NON_BUZZER
cek story gua,NON_BUZZER
1312,NON_BUZZER
bagaimana itu ojol di lindes polisi??,NON_BUZZER
yang baju hijau siapa ya?,NON_BUZZER
itu pak ambarita kah?,NON_BUZZER
ambilen itu tamengnya jangan direkam doang buat jaga jaga aduh,NON_BUZZER
isi pikiranku sudah terwakilkan sama embaknya,NON_BUZZER
kemungkinan dia dibyr,NON_BUZZER
gue bela polisi,NON_BUZZER
anjir,NON_BUZZER
"sadar enggak sih kenapa dulu pak soeharto nyuruh prabowo cerai dari ibu titiek ?? pasti ada alasan dari pak soeharto, kenyataannya begini nih mana dia enggak keluar terjun ke pendemo malah pura² enggak dengar padahal dia yang adu domba dpr sama rakyat kalo gaji dpr enggak naik enggak bakal ada demo !",NON_BUZZER
ambil lagi woy ambiil ceppaaat lumayan bisa buat makan lu pada itu bakso2 mie ayam pas pulang demo,NON_BUZZER
nanti di hajar polisi salah lagi,NON_BUZZER
"https://vt.tiktok.com/zsa9baksp/ guys kalian lihat vt ini, mereka (brimob) memang sengaja nabrak massa enggak ada samsek unsur ketidaksengajaan yang di sebutkn dalam klasifikasi brimob",NON_BUZZER
memang ini ras emak dan perempuan yang harus maju ke dpr,NON_BUZZER
"polisi mulu yang jaga, sudah kalian pulang saja, gantian sama tni dulu lah",NON_BUZZER
sumpah ojol yang kelindes itu masih muda banget...,NON_BUZZER
fix intel tuh,NON_BUZZER
mau dijual itu lumanyan kayaknya itu lebih dari 5kg waktu,NON_BUZZER
"sebenarnya itu anggota juga rakyat , yang membadakan cuma baju seragam .mereka juga sebenarnya kalo ada demo enggak mau ada korban jiwa karena tugas dan kewajiban mereka untuk menjaga keamanan dan ketertiban ,biasanya kalo ada demo ginikan rakyat mudah terprofokasi dan jadi anarkis bahkan bisa bertindak perusakan fasilitas umum #disini yang patut disalahkan ya anggota dewan yang duduk dikursi pemerintahan",NON_BUZZER
"salah fokus mas"" sebelah kiri belakang",NON_BUZZER
itu lagi mengapai,NON_BUZZER
"kalau ditempat ku jum'at ini mendung, kemarin ""panas pol",NON_BUZZER
tameng polisi itu kalo di kiloin dapat duit apa dapat minyak?,NON_BUZZER
iya ide bagus,NON_BUZZER
"kak info saja ini, dikota bangun lebih banyak besinya kak",NON_BUZZER
topeng pulu pulu,NON_BUZZER
"seandai nya mereka ikot gabung sama rakyat,,,",NON_BUZZER
"weh, itu yang nganggur banyak we",NON_BUZZER
memang polisi mah cuman sama cewek doang bisa kalem!,NON_BUZZER
kita semua adalah korban oknum pemerintah yang keji,NON_BUZZER
"gara"" tiktok bisa kirim foto gue jadi suka ambil""ini buat bikin setiker wa wkwkwk",NON_BUZZER
"jangan kasih senyum,polisi itu anjing",NON_BUZZER
"tolong ya kali ini jangan presiden yang dilengserkan,karena yang bermasalah itu dprnya",NON_BUZZER
yang ojol kelindes enggak ada yang up?,NON_BUZZER
brimob > idf,NON_BUZZER
bantu viralkan guys,NON_BUZZER
wadoh brimob ngelindes ojol,NON_BUZZER
"kalo cewek yang ambil dibaikin,kalo cowok langsung digebukin pasti",NON_BUZZER
"kalau cowok yang ambil , auto digebukin tuh",NON_BUZZER
tugas² utama polisi 1. melindungi pejabat korup dan zalim 2. menghardik dan memukul rakyat dengan se-beringas mungkin 3. memalak rakyat dengan cara apapun (untuk kebutuhan party dan mabok²),NON_BUZZER
"pak,kami butuh keadilan atas sodara ojol kita yang anda injak seenak jidat pakai mobil pak buka matamu lirik kami pak kami butuh pertangungjawaban,pak lirik rakyat mu pak",NON_BUZZER
tangung jawab oi ojol kelindas,NON_BUZZER
"sudahi ya demonya, tuntutan kalian juga sudah disetujui sama wakil dpr dasco, pulang kasihan keluarga semoga selamat sampai tujuan.",NON_BUZZER
nadia lu jangan begini ya anyink,NON_BUZZER
ambil saja itu kan tameng yang beli rakyat juga,NON_BUZZER
kasus prabowo,NON_BUZZER
buset itu pelindung diri lengkap amat,NON_BUZZER
ngelooting langsung di base,NON_BUZZER
"kami (pendemo) mengincar atasan mu (dpr) , bukan dirimu (polri), tapi kenapa dirimu mengincar nyawa kami",NON_BUZZER
save ojol,NON_BUZZER
lumayam buat pompa,NON_BUZZER
yang tadi kelindes mobil brimob bagaimana. ? setelah nya oknum polisi dibelakang juga kena masa sampai meninggal sedih banget lihat negara sendiri,NON_BUZZER
kayanya sound horeg harus dikerahkan semua ke kantor dpr,NON_BUZZER
up,BUZZER
"wsh semangat cungar cengir yang dekati cewek ,lp kalau lagi tugas",NON_BUZZER
itu intel tauuk,NON_BUZZER
kok main sentuh sentuh saja sih,NON_BUZZER
tangan tangan,NON_BUZZER
kalo saya di situ juga pasti ngambil lah itu bisa di kilo kan itu juga beli pakai uang rakyat,NON_BUZZER
#forever1312,BUZZER
perempuan kalo sudah mau memang semau itu ya,NON_BUZZER
lucu banget anjing betak tameng,NON_BUZZER
up !,BUZZER
ham sudah enggak berlaku kah di indonesia?,NON_BUZZER
lihat lah yang dilindes woy,NON_BUZZER
"brimob yang lindes ojol sengaja sih itu,masa iya jarak jauh begitu enggak tau",NON_BUZZER
ful nya ada ini,NON_BUZZER
"guys, ayo ramein tiktoknya kak salsa erwina ya guys cuma suara dia yang memungkinkan untuk kita mendapatkan dukungan internasional.",BUZZER
bang lihat vt pertama gue ya,NON_BUZZER
bukan mau membela ya cuman mereka menjalankan tugas saja mereka enggak mau juga kayak begini mereka ketutup pakaian polisi saja tapi percuma gue jelasin kayak begini pendemo sudah pada emosian semua sudah enggak pakai logika kalo sudah marah” fakta!!,NON_BUZZER
> > < ^,NON_BUZZER
dimana mana yang dilindas harusnya polisi tidur.,NON_BUZZER
https://vt.tiktok.com/zsahxmmwq/. abang ojol nya sudah meninggal innalilahiwainnailaihirojiun,NON_BUZZER
up!!!ada mobil brimob yang ngehindes ojol!!,NON_BUZZER
plis besok bwa mobil septink,NON_BUZZER
"tinggal di indonesia ini kayaknya semuanya jadi bahan adu domba, di satu sisi bilang pemerintahnya enggak becus di sisi lain rakyatnya juga berontak. bingung ini yang benar yang mana",NON_BUZZER
lihat postingan baru gua,NON_BUZZER
kalo mau lihat vd nya di tiktok lazsha.official,NON_BUZZER
yang botak mirip kang murad di preman pensiun,NON_BUZZER
apa alasannya dia ambil tameng polisi.?,NON_BUZZER
kang murat,NON_BUZZER
"guys,ramein tiktoknya kak salsa erwina ya guys. cuma suara dia yang memungkinkan untuk mendapatkan dukungan internasional.",BUZZER
"tinggalkan yang di bawa itu mbak, dibelakang masih banyak, langsung lari saja",NON_BUZZER
"up guys:demo di depan gerbang wakil rakyat itu hanya simbolis. di jerman pernah ada demo di bandara. ketika bandara lumpuh, demo sehari saja langsung didengarkan. karena kaitannya sama kepentingan internasional. pasti dapat tekanan kalau ratusan maskapai asing tidak bisa terbang maupun landing. pelabuhan, bandara, jalur perdagangan utama lain itu vital..... lah kalau demo di jalur lambat ya cuma jadi tontonan. kecuali demo di lokasi tidak strategis itu tambah besar dan tak henti henti. ini juga bisa berdampak. cuma sekuat apa dan sebanyak apa orang yang mau berdemo di jalur lambat non strategis? ""imagine al the people....block the major trade routes..."" dinyanyikan dengan irama fals",NON_BUZZER
"rika7915: wow: up guys:demo di depan gerbang wakil rakyat itu hanya simbolis. di jerman pernah ada demo di bandara. ketika bandara lumpuh, demo sehari saja langsung didengarkan. karena kaitannya sama kepentingan internasional. pasti dapat tekanan kalau ratusan maskapai asing tidak bisa terbang maupun landing. pelabuhan, bandara, jalur perdagangan utama lain itu vital..... lah kalau demo di jalur lambat ya cuma jadi tontonan. kecuali demo di lokasi tidak strategis itu tambah besar dan tak henti henti. ini juga bisa berdampak. cuma sekuat apa dan sebanyak apa orang yang mau berdemo di jalur lambat non strategis? ""imagine al the people....block the major trade routes..."" dinyanyikan dengan irama fals",NON_BUZZER
be em itu mau ditaro kamar wkwkwk,NON_BUZZER
itumah intel bro,NON_BUZZER
bagus mbak ambil saja gapapa,NON_BUZZER
di kilo lumayan ntuh,NON_BUZZER
ambil anjir bawa kabur itu et,NON_BUZZER
ambil saja mbak,NON_BUZZER
kak ya tameng ya mau di jual di pasaran,NON_BUZZER
polisi memang salah tapi jangan sampai terkecoh tujuan utama kita adalah membubarkan dpr,NON_BUZZER
"up guys :demo di depan gerbang wakil rakyat itu hanya simbolis. di jerman pernah ada demo di bandara. ketika bandara lumpuh, demo sehari saja langsung didengarkan. karena kaitannya sama kepentingan internasional. pasti dapat tekanan kalau ratusan maskapai asing tidak bisa terbang maupun landing. pelabuhan, bandara, jalur perdagangan utama lain itu vital..... lah kalau demo di jalur lambat ya cuma jadi tontonan. kecuali demo di lokasi tidak strategis itu tambah besar dan tak henti henti. ini juga bisa berdampak. cuma sekuat apa dan sebanyak apa orang yang mau berdemo di jalur lambat non strategis? ""imagine al the people....block the major trade routes..."" dinyanyikan dengan irama fals",NON_BUZZER
"lumayan tuh besinya kiloin,",NON_BUZZER
"wow: up guys:demo di depan gerbang wakil rakyat itu hanya simbolis. di jerman pernah ada demo di bandara. ketika bandara lumpuh, demo sehari saja langsung didengarkan. karena kaitannya sama kepentingan internasional. pasti dapat tekanan kalau ratusan maskapai asing tidak bisa terbang maupun landing. pelabuhan, bandara, jalur perdagangan utama lain itu vital..... lah kalau demo di jalur lambat ya cuma jadi tontonan. kecuali demo di lokasi tidak strategis itu tambah besar dan tak henti henti. ini juga bisa berdampak. cuma sekuat apa dan sebanyak apa orang yang mau berdemo di jalur lambat non strategis? ""imagine al the people....block the major trade routes..."" dinyanyikan dengan irama fals",NON_BUZZER
abang ojol yang meninggal kelindes dapat donasi enggak ya ..kasihan keluarganya,NON_BUZZER
ngapa enggak bawa orang orang medan buat ambil tameng ya,NON_BUZZER
"harusnya yang ikutan demo itu ras terkuat di bumi enggak sih soalnya nanti maju mundur kalo mau nangkep emak""",NON_BUZZER
ada saja gebrakan nya,NON_BUZZER
kalo polisinya ambarita kayak mana??? brtanya dengan sngat sopan,NON_BUZZER
kalo sama cewek baik banget ya,NON_BUZZER
"bang izin, mampir vt aku..",NON_BUZZER
demo di tempat strategis seperti bandara pelabuhan dan lain lain agar ekonomi lumpuh dan suara kita bisa di dengar ‼‼‼bantu copas ges,BUZZER
"guys, tadi gue lihat salah satu komen yang sangat masuk akal. dimana kita jangan lagi demo di depan gedung dpr mpr, melainkan demo di bandara internasional, atau pusat2 ekonomi internasional. yang mana jika ada demo di tempat tersebut, logistik dan perjalanan internasional otomatis akan terganggu, alhasil banyak pihak luar yang mendorong untuk pemerintah kita bekerja cepat untuk mendamaikan demo dan menyetujui perihal2 yang di bawa di demo tersebut. mungkin ini menjadi inovasi baru untuk memaksa pemerintah segera lakukan apa yang masyarakat tuntut",NON_BUZZER
semangat kak timbang kilo langsung,NON_BUZZER
teman ku ada yang polisi bilang mau cepat pulang mau main rosblok di enggak.atin masih di cp 4,NON_BUZZER
"sudah terlihat hama"" negara tertawa bersama",NON_BUZZER
bang siahaan,NON_BUZZER
meminta,NON_BUZZER
baca dan share rakyat indonesia!!,NON_BUZZER
up,NON_BUZZER
"guys, tadi gue lihat salah satu komen yang sangat masuk akal. dimana kita jangan lagi demo di depan gedung dpr mpr, melainkan demo di bandara internasional, atau pusat2 ekonomi internasional. yang mana jika ada demo di tempat tersebut, logistik dan perjalanan internasional otomatis akan terganggu, alhasil banyak pihak luar yang mendorong untuk pemerintah kita bekerja cepat untuk mendamaikan demo dan menyetujui perihal2 yang di bawa di demo tersebut. mungkin ini menjadi inovasi baru untuk memaksa pemerintah segera lakukan apa yang masyarakat tuntut",NON_BUZZER
polisi tuh sebenarnya melindungi rakyat apa pejabat sih? serius ini gue tanya dengan nada lemah lembut selemah lemahnya,NON_BUZZER
di antara ku dan besi 2,NON_BUZZER
"bisa enggak sih apa polisi pura pura mundur nah entar yang demo langsung masok dpr, ya kerja sama ya",NON_BUZZER
yang ini bukan sih ojolnya???,NON_BUZZER
oh jelas,NON_BUZZER
ngajak2 kenapa po gue kan pengin ikutaan,NON_BUZZER
coba ciwi2 cantik nan seksi turun demo...,NON_BUZZER
beli tameng saja juga pakai duit rakyat bang..biarkan di ambil entar kmau beli juga pakai duit rakyat....,NON_BUZZER
pegang pegang lagi pak lu enggak boleh,NON_BUZZER
ini kenapa anak cewek,NON_BUZZER
wkwkw mau di jual itu bang,NON_BUZZER
lanjutkan buk,NON_BUZZER
"ya memang ngapa sih, mbak nya juga ikut patungan beli pakai pajak heeeu",NON_BUZZER
guys... ramein tiktoknya kak salsa erwina ya guys.. cuma suara dia yang memungkinkan untuk mendapatkan dukungan internasional.,BUZZER
itu saudara nya,NON_BUZZER
ambil saja kakak punya kita itu,NON_BUZZER
"cerita apa sih , asik benar deh",NON_BUZZER
kayak ambarita,NON_BUZZER
ini pasti kerjanye,NON_BUZZER
"jangan terkecoh dengan tni, sudah settingan dari dpr karena tni bisa redam emosi rakyat",NON_BUZZER
matiin dulu seluruh cctv di jalanan biar polisi enggak bisa pantau,NON_BUZZER
ambil semua kak ambil,NON_BUZZER
maling,NON_BUZZER
apa yang harus turun itu permpuan begitu ya. mana ada yang berani geplak perempuan pakpolnya,NON_BUZZER
mengapai itu betina pergi menggatal kepolisi,NON_BUZZER
"yaelah, kenapa harus tameng polisi yang diambil, kenapa enggak duit dpr saja yang di ambil",NON_BUZZER
tatapannya,NON_BUZZER
mau bawa pulang untuk pelindung saat goreng ikan,NON_BUZZER
undang tukang sedot wc!!!,NON_BUZZER
majuan anjir yang memegang petasan,NON_BUZZER
nih boleh polisi ini sudah tau salah dpr masih juga jaga barisan...kayak mana boleh kalian ini!!,NON_BUZZER
prabowo gibran cukup 1 periode saja,NON_BUZZER
ini nih yang gua maksud semangt kalian semua moga sehat selalu,NON_BUZZER
ikut deh,NON_BUZZER
"semuanya salah anis,tangkap anis segera!",BUZZER
klarifikasinya pengendara primob sudah di aman kan!,NON_BUZZER
semoga kalian selalu dalam lindungan allah miris banget lihat indonesia saat ini,NON_BUZZER
"demo di depan gerbang wakil rakyat itu hanya simbolis. di jerman pernah ada demo di bandara. ketika bandara lumpuh, demo sehari saja langsung didengarkan. karena kaitannya sama kepentingan internasional. pasti dapat tekanan kalau ratusan maskapai asing tidak bisa terbang maupun landing. pelabuhan, bandara, jalur perdagangan utama lain itu vital..... lah kalau demo di jalur lambat ya cuma jadi tontonan. kecuali demo di lokasi tidak strategis itu tambah besar dan tak henti henti. ini juga bisa berdampak. cuma sekuat apa dan sebanyak apa orang yang mau berdemo di jalur lambat non strategis.",NON_BUZZER
aku salah fokus sama yang ini bjir,NON_BUZZER
"subuh itu gue ikut demo depan dpr, suasana masih gelap lampu jalan redup, orang-orang teriak dorong pagar, tiba-tiba suara mobil brimob kencang banget lewat, semua orang panik minggir, tapi seorang abang ojol malah ketabrak keras sampai jatuh di aspal, darah keluar tapi mobil itu masih lanjut jalan, abang ojolnya langsung diangkat massa dibawa ke rs dalam keadaan sekarat. di samping tempat jatuhnya ada hp tergeletak, gue ambil biar enggak hilang. pas gue buka galeri isinya foto-foto sederhana tapi bikin menyesak: abang ojol itu lagi senyum sama istrinya, ada anak kecil ketawa gendong dia, ada foto makan bareng di warung. rasanya dada gue langsung sesak ngebayangin keluarga itu menunggu dia pulang. lagi gue scrol pelan-pelan, tiba-tiba ada suara lirih manggil dari belakang, “pah… pah…” gue kaget menengok, jantung gue hampir copot, terus tiba-tiba gue kebangun di kasur, ternyata semua cuma mimpi tapi masih kerasa nyata banget sampai bikin gue merinding.",NON_BUZZER
"""merahnya bukan lagi berani, tapi darah rakyat yang ditumpahkan. putihnya bukan lagi suci, tapi kepolosan rakyat yang terus dimanfaatkan.""",NON_BUZZER
banyak yang live daripada yang ikut demo... padahal kalo semua bersatu maju pasti akan dimenangkan,NON_BUZZER
mengira di gaza ternyata di indonesia,NON_BUZZER
dpr dipilih oleh masyarakat.. di demo oleh masyarakat dibenturkan dengan aparat.. dpr cuci tangan,NON_BUZZER
jangan demo di asrama brimob depok gua tinggal disitu,NON_BUZZER
"pakai helm ya biar aman, jangan kosong begitu",NON_BUZZER
jika aliansi grab kali gojek kali maxim kali shope sudah turun kejalan berarti indonesia sudah benar tidak baik baik saja,NON_BUZZER
duh jadi lupa sama dpr nya,NON_BUZZER
"sudah lah mengapai polisi polisi itu ngelindungin pejabat,sudah tau lagi di adu domba sama pejabat malah di lindungin bukti nya dia cuma lagi duduk manis",NON_BUZZER
plis kenapa sampai sekarang brimob yang seret ojol enggak dilihatin ke publik ya,NON_BUZZER
bawa sedot wc plis,NON_BUZZER
dpr terlupakan wel,NON_BUZZER
"ya allah walaupun aku enggak mengerti sama kehidupan politik, enggak tau kenapa sedih lihatnya. kacau banget negeri ini. kehidupan yang menyedihkan",NON_BUZZER
